Instance,Income
120931,9424
120932,72319
120933,357041
120934,255151
120935,160356
120936,86742
120937,17207
120938,77057
120939,21701
120940,29359
120941,62947
120942,27938
120943,141773
120944,101597
120945,131184
120946,6033
120947,19552
120948,158849
120949,60323
120950,211933
120951,197038
120952,399569
120953,24783
120954,31994
120955,27447
120956,345390
120957,43374
120958,200263
120959,148541
120960,29348
120961,66799
120962,112490
120963,373399
120964,36302
120965,66121
120966,43650
120967,29602
120968,28479
120969,112269
120970,40641
120971,14587
120972,133384
120973,34692
120974,75752
120975,420016
120976,192195
120977,340881
120978,54822
120979,207709
120980,49815
120981,64849
120982,52933
120983,29165
120984,44778
120985,40619
120986,146357
120987,45522
120988,15170
120989,64301
120990,133490
120991,94581
120992,14185
120993,94056
120994,54500
120995,121177
120996,96990
120997,50146
120998,204755
120999,244402
121000,176025
121001,274044
121002,133545
121003,40610
121004,474141
121005,532537
121006,43661
121007,49060
121008,9500
121009,66495
121010,145831
121011,297339
121012,177957
121013,7700
121014,47518
121015,46895
121016,65996
121017,195516
121018,20211
121019,47263
121020,77021
121021,104496
121022,99712
121023,173094
121024,55079
121025,306432
121026,30817
121027,207699
121028,36408
121029,38448
121030,29154
121031,266211
121032,300274
121033,60817
121034,56441
121035,19053
121036,124760
121037,41307
121038,58025
121039,55239
121040,248695
121041,212310
121042,208480
121043,20882
121044,73593
121045,52457
121046,54812
121047,74788
121048,36291
121049,9022
121050,57081
121051,63580
121052,424256
121053,21137
121054,10729
121055,73239
121056,12892
121057,182840
121058,59324
121059,86104
121060,246604
121061,35837
121062,19161
121063,22618
121064,10017
121065,94158
121066,37241
121067,112242
121068,45037
121069,39918
121070,6905
121071,4922
121072,167465
121073,91818
121074,34958
121075,163968
121076,247729
121077,40666
121078,97210
121079,76636
121080,229325
121081,40317
121082,46200
121083,55278
121084,99565
121085,119611
121086,262210
121087,156695
121088,6506
121089,208573
121090,140777
121091,46276
121092,140687
121093,58411
121094,18006
121095,87415
121096,129541
121097,409671
121098,19041
121099,297091
121100,25089
121101,31147
121102,144117
121103,52478
121104,32087
121105,348890
121106,19044
121107,21965
121108,24130
121109,125253
121110,91129
121111,196025
121112,6218
121113,105727
121114,21801
121115,12430
121116,84453
121117,325674
121118,38486
121119,35058
121120,68690
121121,251121
121122,26463
121123,60551
121124,16472
121125,81461
121126,16903
121127,36398
121128,134690
121129,118291
121130,71237
121131,84110
121132,39477
121133,212440
121134,16657
121135,63981
121136,31204
121137,96652
121138,53715
121139,53231
121140,23552
121141,21530
121142,43424
121143,74315
121144,71332
121145,9927
121146,22707
121147,27082
121148,157839
121149,141384
121150,358374
121151,22244
121152,93646
121153,167563
121154,15797
121155,36579
121156,22884
121157,15260
121158,28374
121159,37542
121160,57648
121161,50267
121162,46204
121163,120199
121164,127889
121165,27349
121166,84385
121167,25375
121168,288173
121169,35237
121170,39987
121171,82330
121172,68002
121173,23974
121174,97026
121175,141162
121176,30322
121177,813118
121178,29381
121179,322328
121180,30192
121181,33559
121182,72156
121183,151785
121184,23764
121185,87201
121186,86761
121187,261151
121188,18016
121189,342065
121190,13351
121191,565604
121192,160923
121193,132790
121194,27682
121195,68660
121196,74239
121197,32672
121198,41879
121199,55367
121200,60077
121201,8747
121202,22123
121203,43643
121204,14574
121205,49950
121206,147835
121207,7826
121208,32156
121209,122471
121210,17244
121211,646754
121212,57045
121213,126872
121214,48501
121215,12815
121216,132602
121217,10385
121218,54390
121219,89262
121220,56441
121221,37033
121222,482130
121223,8189
121224,151374
121225,329747
121226,39985
121227,25998
121228,69501
121229,10472
121230,167553
121231,21205
121232,153909
121233,15361
121234,48909
121235,282114
121236,85451
121237,87936
121238,143215
121239,10560
121240,133053
121241,251583
121242,131409
121243,165967
121244,138714
121245,105864
121246,130580
121247,49031
121248,576028
121249,282669
121250,13119
121251,137213
121252,87146
121253,4483
121254,160265
121255,11342
121256,23432
121257,67257
121258,27498
121259,265098
121260,48141
121261,36015
121262,41449
121263,660760
121264,49294
121265,8485
121266,99593
121267,332735
121268,54043
121269,50054
121270,19025
121271,128764
121272,66733
121273,37119
121274,11675
121275,22317
121276,64674
121277,132170
121278,102214
121279,25313
121280,58836
121281,24924
121282,242160
121283,71254
121284,279260
121285,26655
121286,60164
121287,42062
121288,36728
121289,44926
121290,167057
121291,339168
121292,144238
121293,508970
121294,45621
121295,95773
121296,53115
121297,40398
121298,76767
121299,58987
121300,27768
121301,9195
121302,40319
121303,225967
121304,84019
121305,340706
121306,111195
121307,105794
121308,32021
121309,28852
121310,26549
121311,189812
121312,8688
121313,48347
121314,18552
121315,48464
121316,73086
121317,8859
121318,21929
121319,9788
121320,52611
121321,40819
121322,125416
121323,82317
121324,125967
121325,15502
121326,8650
121327,52880
121328,19201
121329,221224
121330,25193
121331,244604
121332,209704
121333,56281
121334,26371
121335,122953
121336,90698
121337,52016
121338,290064
121339,52625
121340,70678
121341,155419
121342,189172
121343,59835
121344,103229
121345,448653
121346,35288
121347,128226
121348,452781
121349,48229
121350,46607
121351,110542
121352,74604
121353,38004
121354,218190
121355,32040
121356,135415
121357,69282
121358,79950
121359,42917
121360,61431
121361,303620
121362,38454
121363,91357
121364,269780
121365,33233
121366,370793
121367,57371
121368,51212
121369,167891
121370,38260
121371,95991
121372,215986
121373,27305
121374,118069
121375,403312
121376,236216
121377,454268
121378,81602
121379,196941
121380,16895
121381,66874
121382,25705
121383,44823
121384,379307
121385,145026
121386,38071
121387,22496
121388,27317
121389,50182
121390,252577
121391,101950
121392,43268
121393,38477
121394,17026
121395,6959
121396,13080
121397,24207
121398,78519
121399,122422
121400,246855
121401,363626
121402,41335
121403,43795
121404,59918
121405,200000
121406,98552
121407,67600
121408,178011
121409,68663
121410,23234
121411,644301
121412,159536
121413,120598
121414,267919
121415,17039
121416,165175
121417,9321
121418,73492
121419,9405
121420,26458
121421,100377
121422,124636
121423,91500
121424,125476
121425,465205
121426,59449
121427,235162
121428,184548
121429,48815
121430,185501
121431,69369
121432,30197
121433,9937
121434,68045
121435,19986
121436,195071
121437,69711
121438,111763
121439,300643
121440,119698
121441,133954
121442,50026
121443,31845
121444,71621
121445,151893
121446,294953
121447,93868
121448,26159
121449,22057
121450,68468
121451,351290
121452,322863
121453,60550
121454,50192
121455,21359
121456,131916
121457,54908
121458,28872
121459,110672
121460,29408
121461,99263
121462,149643
121463,24864
121464,25977
121465,66868
121466,82631
121467,46393
121468,514328
121469,31503
121470,33073
121471,272623
121472,613275
121473,81448
121474,32048
121475,63284
121476,34783
121477,218216
121478,75104
121479,153138
121480,39080
121481,90314
121482,387663
121483,39208
121484,58841
121485,42131
121486,142482
121487,22958
121488,337880
121489,391793
121490,228740
121491,36799
121492,49572
121493,138081
121494,32875
121495,76736
121496,268152
121497,28696
121498,61674
121499,66227
121500,112711
121501,51111
121502,134344
121503,30405
121504,133900
121505,187234
121506,61825
121507,56619
121508,178582
121509,86105
121510,236022
121511,33556
121512,150104
121513,189665
121514,132838
121515,97008
121516,11302
121517,301465
121518,134614
121519,98140
121520,143521
121521,62594
121522,233011
121523,35522
121524,373471
121525,54963
121526,62375
121527,467670
121528,34051
121529,76157
121530,99493
121531,38340
121532,108125
121533,147723
121534,173100
121535,34292
121536,68995
121537,43567
121538,129035
121539,121518
121540,65802
121541,57692
121542,64606
121543,16273
121544,48905
121545,148566
121546,475768
121547,19869
121548,78802
121549,32250
121550,34325
121551,27004
121552,57553
121553,40298
121554,111336
121555,33624
121556,51564
121557,244071
121558,44546
121559,14307
121560,38978
121561,52801
121562,22793
121563,6190
121564,32405
121565,44459
121566,39851
121567,136075
121568,75154
121569,24843
121570,39936
121571,112334
121572,32409
121573,266716
121574,33596
121575,93955
121576,107049
121577,227285
121578,351524
121579,15361
121580,112907
121581,42307
121582,186180
121583,38398
121584,304810
121585,765921
121586,93408
121587,127640
121588,376920
121589,50657
121590,46733
121591,18816
121592,39967
121593,56917
121594,54976
121595,278452
121596,389279
121597,113190
121598,17113
121599,3309
121600,146965
121601,131017
121602,89167
121603,38974
121604,27723
121605,9132
121606,161760
121607,189898
121608,14286
121609,236290
121610,31882
121611,32572
121612,39912
121613,258982
121614,94704
121615,128855
121616,10315
121617,36787
121618,50641
121619,87777
121620,51934
121621,24157
121622,68197
121623,59651
121624,659330
121625,52152
121626,19637
121627,809229
121628,122532
121629,57220
121630,43394
121631,19526
121632,551215
121633,236344
121634,79170
121635,46118
121636,81689
121637,86280
121638,119388
121639,9460
121640,77423
121641,34978
121642,129095
121643,63107
121644,11448
121645,48307
121646,288226
121647,53437
121648,272673
121649,190973
121650,39932
121651,113864
121652,94755
121653,93620
121654,55552
121655,73459
121656,49289
121657,1200177
121658,134036
121659,52897
121660,237041
121661,72058
121662,244333
121663,167580
121664,65558
121665,191699
121666,145786
121667,204445
121668,185455
121669,64117
121670,18016
121671,75134
121672,73165
121673,82620
121674,190678
121675,159064
121676,54075
121677,180942
121678,10377
121679,46925
121680,14545
121681,35764
121682,16173
121683,50196
121684,122266
121685,70269
121686,38463
121687,620072
121688,195891
121689,25181
121690,19200
121691,97035
121692,39152
121693,6527
121694,92140
121695,26988
121696,54673
121697,84697
121698,274472
121699,182217
121700,84528
121701,191978
121702,163019
121703,24721
121704,49183
121705,297908
121706,45020
121707,377424
121708,24245
121709,111175
121710,55790
121711,42447
121712,172977
121713,51204
121714,14953
121715,64710
121716,69720
121717,37275
121718,47570
121719,21017
121720,35455
121721,363481
121722,169030
121723,37964
121724,114407
121725,20813
121726,5479
121727,327467
121728,81756
121729,35093
121730,47436
121731,41835
121732,46840
121733,32777
121734,106879
121735,359132
121736,127671
121737,27715
121738,10211
121739,214146
121740,9908
121741,255982
121742,336617
121743,41461
121744,32331
121745,59316
121746,70112
121747,133126
121748,40818
121749,44111
121750,47132
121751,45239
121752,30324
121753,85045
121754,30449
121755,38732
121756,57916
121757,248219
121758,227759
121759,95170
121760,25643
121761,99775
121762,484498
121763,175793
121764,58855
121765,23019
121766,49371
121767,80133
121768,47321
121769,85590
121770,29562
121771,57032
121772,103377
121773,95733
121774,342850
121775,109917
121776,157329
121777,55033
121778,402711
121779,56801
121780,73094
121781,176920
121782,52572
121783,137501
121784,24761
121785,41928
121786,17327
121787,122559
121788,432651
121789,70203
121790,53763
121791,11882
121792,33465
121793,204591
121794,112553
121795,170415
121796,22966
121797,337555
121798,6251
121799,149285
121800,37202
121801,142363
121802,139571
121803,255071
121804,138976
121805,35979
121806,78109
121807,100218
121808,29040
121809,159491
121810,25633
121811,542432
121812,247903
121813,19027
121814,127064
121815,14328
121816,22283
121817,53224
121818,210594
121819,32365
121820,82291
121821,747172
121822,12560
121823,54178
121824,106555
121825,45946
121826,51320
121827,12155
121828,36870
121829,265042
121830,283908
121831,49723
121832,148014
121833,46553
121834,93211
121835,8646
121836,119496
121837,70554
121838,39112
121839,37613
121840,19347
121841,162679
121842,29207
121843,20812
121844,40594
121845,92807
121846,61378
121847,323134
121848,64449
121849,180813
121850,120753
121851,14942
121852,23961
121853,177510
121854,100734
121855,108589
121856,32249
121857,160404
121858,56642
121859,97765
121860,151828
121861,469935
121862,58043
121863,62534
121864,127880
121865,130426
121866,114986
121867,114331
121868,53053
121869,29162
121870,14945
121871,460115
121872,23467
121873,349276
121874,45330
121875,312339
121876,195943
121877,185060
121878,547829
121879,36518
121880,337165
121881,134247
121882,40666
121883,145810
121884,83388
121885,102513
121886,27691
121887,75937
121888,466216
121889,79056
121890,88043
121891,16896
121892,33853
121893,122367
121894,33932
121895,133232
121896,19525
121897,4043
121898,18855
121899,83188
121900,331443
121901,115549
121902,375637
121903,53120
121904,52095
121905,43559
121906,28669
121907,534495
121908,91905
121909,283983
121910,13736
121911,76226
121912,57518
121913,375262
121914,47727
121915,39956
121916,205015
121917,55259
121918,37527
121919,91082
121920,109431
121921,875967
121922,93875
121923,8705
121924,13229
121925,28563
121926,60138
121927,27051
121928,63106
121929,52586
121930,67914
121931,277180
121932,307945
121933,28522
121934,311612
121935,30086
121936,22850
121937,57391
121938,67272
121939,157801
121940,60489
121941,21313
121942,176264
121943,140972
121944,99515
121945,78041
121946,63092
121947,265590
121948,33421
121949,30446
121950,64619
121951,24602
121952,201242
121953,21912
121954,72920
121955,35573
121956,67656
121957,251705
121958,54974
121959,124587
121960,40989
121961,60903
121962,39583
121963,19413
121964,289491
121965,120905
121966,157932
121967,18831
121968,51224
121969,121122
121970,74650
121971,38643
121972,34308
121973,162973
